bkID,Title,Maintext,coding,filsts,updated_by
50071,"Graphical set theory and symmetric functions","<001>Graphical set theory and symmetric functions\u001e<002>Rakesh Kumar Pandey\u001e<003>\u001e<004>Pandey, Rakesh Kumar\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Venus Books\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 280 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>23 cm\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789395431149\u001e<0020>Graph theory.;Set theory.;Fourier series.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>511.322 P1893 2023\u001e<0026>MLIB00031348\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31348\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Functions in set theory -- 2. Graph and software testing -- 3. Relations set theory -- 4. Graph theory and models -- 5. Fourier series -- 6. Symmetric functions -- 7. Symmetry groups -- 8. Symmetry of differential functions.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031348.jpg\u001e","GC-MAT","","geo"
50072,"Differential and integral calculus with applications","<001>Differential and integral calculus with applications\u001e<002>Shaffer Hall\u001e<003>\u001e<004>Hall, Shaffer\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>London, United Kingdom\u001e<0010>ED-Tech Press\u001e<0011>2023\u001e<0012>Third global edition.\u001e<0013>xv, 278 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>21 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes appendix and index.\u001e<0019>9781804060773\u001e<0020>Calculus.;Differential calculus.;Integral calculus.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>515.3 H1741 2023\u001e<0026>MLIB00031253\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31253\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Definitions and first principles -- 2. Differentiation of algebraic functions -- 3. Differentiation of transcendental functions -- 4. Differentials and rates -- 5. Integration -- 6. Successive differentiation and integration -- 7. Functions of two or more variables/implicit functions/change of the independent variable -- 8. Development of functions -- 9. Evaluation of independent forms -- 10. Maxima and minima of functions -- 11. Tangents, normals and asymptotes to any plane curve -- 12. Direction of curvature/points of inflection/radius of curvature/contact -- 13. Evolutes and involutes/envelopes -- 14. Singular points -- 15. Integration of rational fractions -- 16. Integration of irrational functions -- 17. Integration by parts, and by successive reduction -- 18. Integration of transcendental functions/integration by series -- 19. Integration as a summation/areas and lengths of plane curves -- 20. Surfaces and volumes of solids -- 21. Centre of mass/moment of inertia/properties of guldin -- 22. Differential equations.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031253.jpg\u001e","GC-CAL","","geo"
50073,"Impact of advertising management on consumer behavior","<001>Impact of advertising management on consumer behavior\u001e<002>Dennis Costa\u001e<003>\u001e<004>Costa, Dennis\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Delaware, USA\u001e<0010>American Academic Publisher\u001e<0011>2024\u001e<0012>\u001e<0013>vii, 330 pages.\u001e<0014>Illustration, graphs, figure and tables\u001e<0015>25 cm\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781666871197\u001e<0020>Advertising--Management.;Consumer behavior.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>659.1019 C8373 2024\u001e<0026>MLIB00031376\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31376\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Consumer behaviour and marketing strategy -- Chapter 2 Consumer motivation theory and their application -- Chapter 3 Advertising role in marketing process -- Chapter 4 Advertising and brand management -- Chapter 5 Learning theories and their applications in consumer behaviour and advertising -- Chapter 6 Marketing, consumer behavior and society -- Chapter 7 Methods of advertising research -- Chapter 8 Consumer, advertising and marketing positioning -- Bibliography -- Index.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031376.jpg\u001e","GC-MKT","","geo"
50074,"Key concepts in mathematics","<001>Key concepts in mathematics\u001e<002>Alberto D. Yazon\u001e<003>\u001e<004>Yazon, Alberto D.\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Arcler Press\u001e<0011>2022\u001e<0012>\u001e<0013>xii, 248 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781774691915\u001e<0020>Mathematics--Study and teaching (Higher).;Mathematics--Terminology.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>510 Y35 2022\u001e<0026>MLIB00031347\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31347\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031347.jpg\u001e","GC-MAT","","geo"
50075,"Comprehensive study of classical sociological theory","<001>Comprehensive study of classical sociological theory\u001e<002>Sheldon Navarro\u001e<003>\u001e<004>Navarro, Sheldon\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Delaware, USA\u001e<0010>American Academic Publishing\u001e<0011>2024\u001e<0012>\u001e<0013>x, 283 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>25 cm\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9798886263824\u001e<0020>Sociology--History.;Sociology--Methodology--History.;Sociologists--Biography.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>301.09 N322 2024\u001e<0026>MLIB00031448\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31448\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction -- Chapter 2 Sociological rational choice theory -- Chapter 3 Structural functionalism, neo-functionalism and conflict theory -- Chapter 4 St. Augustine -- Chapter 5 Emile Durkheim -- Chapter 6 Herbert spencer -- Georg Wilhelm Friedrich Hegel -- Chapter 8 Karl Marx -- Chapter 9 Max Weber -- Chapter 10 Georg Simmel --Chapter 11 Sigmund Freud -- Bibliography -- Index.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031448.jpg\u001e","GC-SOC","","geo"
50076,"Econometrics methods","<001>Econometrics methods\u001e<002>Vijay Kumar and Randheer Singh Bhinchar [Editors]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Kumar, Vijay [Editor].;Bhinchar, Randheer Singh [Editor].\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2021\u001e<0012>\u001e<0013>viii, 296 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>includes bibliography and index.\u001e<0019>9789352697441\u001e<0020>Econometrics.;Mathematical statistics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>330.0182 E1944 2021\u001e<0026>MLIB00031346\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31346\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Basic of economics -- 2. Definition of economic methods -- 3. Macroeconomics: economic performance and growth -- 4. Econometrics: techniques and application -- 5. Variables used in registration -- 6. Demand analysis and forecasting -- 7. Economic models in mathematics -- 8. Economic equilibrium -- 9. Macroeconomics models -- 10. Probability.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031346.jpg\u001e","GC-ECO","","geo"
50077,"Built environmental engineering structures","<001>Built environmental engineering structures\u001e<002>Esau Garcia\u001e<003>\u001e<004>Garcia, Esau\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>London, United Kingdom\u001e<0010>Vintage Press Ltd\u001e<0011>2023\u001e<0012>First edition.\u001e<0013>x, 331 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781912859023\u001e<0020>Environmental engineering.;Environmental protection.;Environmental health.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>628 G2161 2023\u001e<0026>MLIB00031254\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31254\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Strength of materials: mechanics of solids -- 2. Roof trusses engineering -- 3. Welds and development process -- 4. Creating the built environment -- 5. Seismic consideration -- 6. Earthquake and new building management -- 7. Advance water resource management -- 8. Natural environment -- 9. Ecological sanitation -- 10. Air pollution and control -- 11. Water and habitable zone -- 12. Environmental engineering.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031254.jpg\u001e","GC-EAR","","geo"
50078,"Introduction to the latest plant methods: a guide for farmers and researchers","<001>Introduction to the latest plant methods: a guide for farmers and researchers\u001e<002>Hazem Shawky Fouda\u001e<003>\u001e<004>Fouda, Hazem Shawky\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Delve Publishing\u001e<0011>2023\u001e<0012>\u001e<0013>xiii, 237 pages\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781774694169\u001e<0020>Plant breeding.;Plant propagation.;Agricultural genetics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>631.52 F764 2023\u001e<0026>MLIB00031231\u001e<0027>English\u001e<0028>Agri-Science Section\u001e<0029>31231\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction to latest plant methods -- Chapter 2 Plant breeding -- Chapter 3 Plant stress tolerance -- Chapter 4 Transgenic plants -- Chapter 5 Embryo culture -- Chapter 6 Antiviral resistance -- Chapter 7 Bioinformatics -- Chapter 8 Phenotyping -- Chapter 9 Recombinant proteins -- Chapter 10 Plant nanotechnology -- Chapter 11 Advances in plant research -- Chapter 12 Problems with GM plants.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031231.jpg\u001e","GC-PLA","","geo"
50079,"Marketing and managing tourism destinations","<001>Marketing and managing tourism destinations\u001e<002>3G E-learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-learning\u001e<009>New York, USA\u001e<0010>3G E-learning\u001e<0011>2023\u001e<0012>Second edition.\u001e<0013>ix, 390 pages\u001e<0014>includes figures, images and tables (colored)\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes index.\u001e<0019>9781984679567\u001e<0020>Tourism--Marketing.;Tourism management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>910.688 T5311 2023\u001e<0026>MLIB00031553\u001e<0027>English\u001e<0028>Circulation section\u001e<0029>31553\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Destination marketing and management -- Chapter 2 Consumer behavior and decision making in tourism -- Chapter 3 Destination marketing: research, branding and image communication -- Chapter 4 Destination product development and distribution -- Chapter 5 Managing stakeholder at destination -- Chapter 6 Safety and crisis management in tourism -- Chapter 7 Sustainability and competitiveness of tourism -- Chapter 8 Events tourism and destination management.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031553.jpg\u001e","GC-HRM","","geo"
50080,"Agriculture: statements, assertions and reasoning (agronomy and soil science)","<001>Agriculture: statements, assertions and reasoning (agronomy and soil science)\u001e<002>Peeyush Kumar Jaysawal [and four others]\u001e<003>\u001e<004>\u001e<005>\u001e<006>Karmakar, S.;Verma, S.K.;Singh, C.S.;Singh, Arvind Kumar\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Bhavya Books (BET)\u001e<0011>2023\u001e<0012>First edition.\u001e<0013>348 pages\u001e<0014>Includes figures, graphs and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>\u001e<0019>9789383992737\u001e<0020>Agriculture.;Soil science.;Agronomy\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>631.4 J428 2023\u001e<0026>MLIB00031555\u001e<0027>English\u001e<0028>Agri-Science Section\u001e<0029>31555\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Climate-smart crop production -- 2. Cropping, farming system and organic farming -- 3. Sustainable land use systems -- 4. Dryland agronomy -- 5. Weed science -- 6. Water management -- 7. Soil pedology -- 8. Soil physics -- 9. Agricultural chemicals -- 10. Soil chemistry, soil fertility and fertilizer use -- 11. Management of problematic soils and crop production -- 12. Crop ecology, agrometeorology, and soil-plant-water relation.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031555.jpg\u001e","GC-SOI","","geo"
50081,"Essentials of statistics for the behavioral sciences","<001>Essentials of statistics for the behavioral sciences\u001e<002>Fredrick J. Gravetter [and three others]\u001e<003>\u001e<004>Gravetter, Fredrick J.\u001e<005>\u001e<006>Wallnau, Larry B.;Forzano, Lori-Ann B.;Witnauer, James E.\u001e<007>\u001e<008>\u001e<009>Massachusetts, USA\u001e<0010>Cengage Learning, Inc.\u001e<0011>2021\u001e<0012>Tenth edition.\u001e<0013>xi, 666 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>25 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9780357365298\u001e<0020>Social sciences--Statistical methods.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>519.5 G7769 2021\u001e<0026>MLIB00031558\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31558\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction to statistics -- Chapter 2 Frequency distributions -- Chapter 3 Central tendency -- Chapter 4 Variability -- Chapter 5 z-Scores and standardized distributions -- Chapter 6 Probability -- Chapter 7 Probability and samples: The distribution of sample means -- Chapter 8 Introduction to hypothesis testing -- Chapter 9 Introduction to the t-statistic -- Chapter 10 The t-Test for two independent samples -- Chapter 11 The t Test for two related samples -- Chapter 12 Introduction to analysis of variance -- Chapter 13 Two-factor analysis of variance -- Chapter 14 Correlation and regression -- Chapter 15 The chi-square statistic: Tests for goodness of fit and independence.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031558.jpg\u001e","GC-STA","","geo"
50082,"Financial accounting","<001>Financial accounting\u001e<002>Jan R. Williams [and four others]\u001e<003>\u001e<004>Williams, Jan R.\u001e<005>\u001e<006>Bettner, Mark S.;Carcello, Joseph V.;Lam, Nelson C.Y.;Lau, Peter T.Y.\u001e<007>\u001e<008>\u001e<009>Singapore\u001e<0010>McGraw-Hill Education (Singapore) Pte. Ltd.\u001e<0011>2023\u001e<0012>Third edition.\u001e<0013>xxix, 733 pages.\u001e<0014>Illustrations, figures, graphs, maps and tables (colored).\u001e<0015>28 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes index.\u001e<0019>9789813311473\u001e<0020>Accounting.;Financial accounting.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>657 W7211 2023\u001e<0026>MLIB00031568\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31568\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Accounting: information for decision-making -- 2. Basic financial statements -- 3. The accounting cycle: capturing economic events -- 4. The accounting cycle: accruals and deferrals -- 5. The accounting cycle: reporting financial results 6. Merchandising activities -- 7. Financial assets -- 8. Inventories and the cost of goods sold -- 9. Property, plant and equipment, intangible assets and natural resources -- 10. Liabilities -- 11. Shareholders` equity: capital -- 12. Revenue recognition and reporting results of operations -- 13. Statement of cash flows -- 14. Financial statement analysis -- 15. Global business and accounting.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031568.jpeg\u001e","GC-ACC","","geo"
50083,"Mathematical statistics","<001>Mathematical statistics\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>New York, United States of America\u001e<0010>3G E-Learning\u001e<0011>2020\u001e<0012>\u001e<0013>x, 268 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>25 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984637079\u001e<0020>Mathematical statistics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>519.9 T5311 2020\u001e<0026>MLIB00031559\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31559\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction to probability theory -- Chapter 2 Random variable and distribution functions -- Chapter 3 Expectation, moments, and moment generating function -- Chapter 4 Joint probability -- Chapter 5 Estimation theory -- Chapter 6 Hypothesis testing -- Chapter 7 The analysis of variance.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031559.jpg\u001e","GC-STA","","geo"
50084,"3G handy guide: investment management","<001>3G handy guide: investment management\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>United States of America\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Second edition.\u001e<0013>vii, 296 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984680181\u001e<0020>Investments.;Investment advisors.;Investment--Management.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>332.6068 T5311 2023\u001e<0026>MLIB00031562\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31562\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction of investments -- Chapter 2 Financial management -- Chapter 3 Financial strategy and planning -- Chapter 4 Risk and return -- Chapter 5 Fundamental analysis -- Chapter 6 Portfolio management -- Chapter 7 Valuation of equity shares -- Chapter 8 Valuation of securities.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031562.jpg\u001e","GC-INV","","geo"
50085,"Complete Spanish all-in-one","<001>Complete Spanish all-in-one\u001e<002>Gilda Nissenberg [Editor]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Nissenberg, Gilda [Editor].\u001e<008>\u001e<009>New York, USA\u001e<0010>McGraw Hill\u001e<0011>2022\u001e<0012>Third edition.\u001e<0013>vii, 642 pages\u001e<0014>Illustrations and figures.\u001e<0015>28 cm.\u001e<0016>\u001e<0017>Practice makes perfect\u001e<0018>\u001e<0019>9781264285549\u001e<0020>Spanish language--Study and teaching.;Spanish language--Self-instruction.;Spanish language--Textbooks for foreign speakers--English.;Spanish language--Problems, exercises etc.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>468.2421 C73754 2022\u001e<0026>MLIB00031552\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31552\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Spelling, pronunciation, and punctuation -- 2. Subject pronouns and the present tense 3. Present tense irregular verbs -- 4. The near future, nouns and articles -- 5. Gustar, ser and estar and expressing opinions -- 6. Adjectives, adverbs, and comparisons -- 7. The preterit tense -- 8. The progressive tenses -- 9. Questions, answers, and exclamations -- 10. The imperfect tense -- 11. Reflexive verbs and reflexive pronouns -- 12. Direct and indirect object pronouns, commands, and double object pronouns -- 13. Demonstrative and possessive adjectives and pronouns -- 14. The future tense -- 15. Prepositions, phrases, and conjunctions.\u001e<0034>Drawn from five workbooks from the bestselling Practice Makes Perfect series, this powerhouse volume features all the knowledge and practice you need to master Spanish. With Practice Makes Perfect: Spanish All-in-One, you will build your Spanish vocabulary, straighten out your sentences, overcome your fear of verb tenses, master the intricacies of grammar, and much more. This value-packed workbook covers all facets of Spanish and offers thorough explanations that are reinforced by hundred of hands-on practice exercises. You will, of course, get plenty of practice, practice, practice using all your new Spanish skills. Whether you are learning on your own of taking a beginning Spanish class, Practice Makes Perfect: Spanish All-in-One will help you master Spanish in no time at all--Page 4 of cover\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031552.jpg\u001e","GC-HRM","","geo"
50086,"AP* Microeconomics","<001>AP* Microeconomics\u001e<002>Eric R. Dodge\u001e<003>\u001e<004>Dodge, Eric R.\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>United States of America\u001e<0010>McGraw Hill\u001e<0011>2024\u001e<0012>Elite student edition.\u001e<0013>xii, 511 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>26 cm.\u001e<0016>\u001e<0017>5 steps to a 5\u001e<0018>Includes glossary, appendix, bibliography, teacher`s manual.\u001e<0019>9781265235987\u001e<0020>Microeconomics.;Macroeconomics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>339 D644 2024\u001e<0026>MLIB00031563\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31563\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Step 1 Set up your study program -- Step 2 Determine your test readiness -- Step 3 Develop strategies for success -- Step 4 Review the knowledge you need to score high -- Step 5 Build your test-taking confidence.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>5 steps to a 5: AP* Microeconomics 2024\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031563.jpg\u001e","GC-MCE","","geo"
50087,"Preservation of meat and poultry products","<001>Preservation of meat and poultry products\u001e<002>Bruce McFadden\u001e<003>\u001e<004>McFadden, Bruce\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>U.S.A.\u001e<0010>Kaufman Press\u001e<0011>2022\u001e<0012>\u001e<0013>xiv, 299 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781666888607\u001e<0020>Meat--Preservation.;Poultry products--Preservation.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>641.4 M4788 2022\u001e<0026>MLIB00031530\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31530\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Processed meat products -- Chapter 2 Preservation and storage -- Chapter 3 Methods of meat preservation -- Chapter 4 Procedures of meat processing technology -- Chapter 5 Slaughtering and raw materials for meat preservation -- Chapter 6 Principles of meat drying -- Chapter 7 Traditional and modern methods of sausage fermentation -- Chapter 8 Poultry processing -- Chapter 9 Processed poultry products -- Chapter 10 Systems of operation of poultry processing plant -- Chapter 11 Biochemical processes in meat manufacture -- Chapter 12 Meat production and quality -- Chapter 13 Packaging of meat and poultry products -- Bibliography -- Index.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031530.jpg\u001e","GC-FDS","","geo"
50088,"e-Commerce","<001>e-Commerce\u001e<002>3G E-Learning\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>\u001e<008>3G E-Learning\u001e<009>United States of America\u001e<0010>3G E-Learning\u001e<0011>2023\u001e<0012>Third edition.\u001e<0013>xii, 453 pages\u001e<0014>Illustrations, figures and tables (some colored).\u001e<0015>25 cm.\u001e<0016>DVD\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781984680716\u001e<0020>Business enterprise--Computer networks.;Electronic commerce.;Internet marketing.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>381.142 T5311 2023\u001e<0026>MLIB00031567\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31567\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Introduction to e-commerce -- Chapter 2 E-commerce infrastructure and services -- Chapter 3 Electronic payment systems -- Chapter 4 E-commerce business models -- Chapter 5 E-commerce: sales and marketing strategy -- Chapter 6 E-supply chain management -- Chapter 7 Electronic data interchange(EDI) -- Chapter 8 Challenges and opportunities of e-commerce -- Chapter 9 E-CRM and E-SCM -- Chapter 10 Network infrastructure for e-commerce.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031567.jpg\u001e","GC-BUM","","geo"
50089,"Application of space technology in remote sensing and GIS","<001>Application of space technology in remote sensing and GIS\u001e<002>Jonathan Burroughs\u001e<003>\u001e<004>Burroughs, Jonathan\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Delaware, USA\u001e<0010>American Academic Publisher\u001e<0011>2024\u001e<0012>\u001e<0013>x, 338 pages.\u001e<0014>Illustrations, figures, graphs, maps and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9781666869545\u001e<0020>Space industrialization.;Artificial satellites in telecommunications.;Scientific satellites.;Outerspace--Civilian use.;Astronautics.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>629.4743 B9721 2024\u001e<0026>MLIB00031532\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31532\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1 Geographic Information Systems -- Chapter 2 Concept and scope of remote sensing -- Chapter 3 GIS Data -- Chapter 4 GIS Data input -- Remote sensing as a data source -- Chapter 6 Types and characteristics of remote sensor -- Bibliography -- Index.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031532.jpg\u001e","GC-GEG","","geo"
